1235603849.387372, 79.566705, 32.700667, -0.221523
1235603850.281079, 79.818601, 32.606680, -0.490865
1235603851.441705, 80.095434, 32.346629, -0.856886
1235603852.322422, 80.216460, 32.099805, -1.127337
1235603853.203150, 80.298600, 31.839420, -1.405497
1235603854.376762, 80.303361, 31.465056, -1.654403
1235603855.244485, 80.225004, 30.935521, -1.683789
1235603856.298144, 80.212030, 30.281925, -1.593718
1235603857.364800, 80.231742, 29.643639, -1.475209
1235603858.205532, 80.287787, 29.105794, -1.493100
1235603859.206352, 80.323267, 28.439715, -1.483536

